Mercury_417466,A
Mercury_7081673,A
Mercury_7239733,B
NYSEDREGENTS_2015_4_8,B
Mercury_7037258,B
CSZ20679,D
Mercury_182158,A
Mercury_7216668,D
MCAS_2001_5_19,C
Mercury_SC_413631,A
MCAS_2005_5_10,B
Mercury_7166145,B
MSA_2013_5_6,B
Mercury_SC_405199,B
NYSEDREGENTS_2015_8_28,4
Mercury_SC_401777,B
Mercury_7198188,D
MCAS_1998_4_11,D
Mercury_SC_LBS10784,D
Mercury_7033548,A
Mercury_7146195,C
NCEOGA_2013_8_36,D
Mercury_SC_415412,B
Mercury_7126840,C
Mercury_SC_408362,D
MDSA_2008_8_35,C
NYSEDREGENTS_2015_8_21,4
VASoL_2008_5_12,B
Mercury_SC_LBS10680,B
MCAS_2003_5_3,B
VASoL_2010_5_18,A
Mercury_7074900,D
Mercury_SC_408762,A
ACTAAP_2015_5_8,A
Mercury_7263008,C
MCAS_2000_4_29,C
CSZ_2008_5_CSZ10233,C
Mercury_7128660,C
Mercury_7100520,C
Mercury_7017728,B
Mercury_7032865,A
Mercury_405057,B
Mercury_7057593,A
Mercury_SC_405231,D
VASoL_2007_5_38,A
Mercury_SC_410895,D
Mercury_7015978,D
ACTAAP_2010_5_5,C
Mercury_7080955,A
ACTAAP_2009_5_4,D
Mercury_7017010,D
Mercury_7146108,D
NYSEDREGENTS_2012_4_12,C
VASoL_2009_5_3,A
Mercury_SC_401253,C
Mercury_7235953,B
Mercury_403974,D
Mercury_7241063,A
MCAS_2010_8_12015,B
Mercury_7168350,A
Mercury_SC_402980,A
Mercury_417126,D
NYSEDREGENTS_2010_8_2,4
NYSEDREGENTS_2010_8_13,2
Mercury_177223,C
Mercury_7200533,B
Mercury_SC_400707,C
Mercury_SC_400380,A
Mercury_7205590,A
NYSEDREGENTS_2015_4_30,B
NYSEDREGENTS_2012_4_17,A
VASoL_2008_3_5,D
Mercury_SC_415390,B
Mercury_SC_408436,B
Mercury_SC_401143,A
LEAP_2005_8_10403,D
Mercury_7108045,B
Mercury_SC_402251,B
Mercury_7071418,B
Mercury_SC_407370,D
Mercury_7084595,D
Mercury_7041335,D
Mercury_7236320,A
LEAP__5_10308,D
Mercury_7068425,B
Mercury_SC_401308,A
NYSEDREGENTS_2008_4_18,A
Mercury_7165550,A
Mercury_7114923,A
Mercury_SC_408434,A
Mercury_7008453,D
NYSEDREGENTS_2010_8_14,3
NYSEDREGENTS_2015_8_24,3
Mercury_400279,B
Mercury_7092190,A
Mercury_7113890,C
TAKS_2009_8_17,C
